year;universityId;subjectAreaId;InstitutionalValue;InternationalValue;NationalValue;SingleAuthorshipValue;InstitutionalPercentageValue;InternationalPercentageValue;NationalPercentageValue;SingleAuthorshipPercentageValue
2021;Poznan University of Economics and Business;Nursing;1.0;2.0;0.0;0.0;33.333336;66.66667;0.0;0.0
2022;Poznan University of Economics and Business;Nursing;None;None;None;None;None;None;None;None
2023;Poznan University of Economics and Business;Nursing;None;None;None;None;None;None;None;None
2012;AGH University of Science and Technology;Pharmacology, Toxicology and Pharmaceutics;0.0;1.0;4.0;0.0;0.0;20.0;80.0;0.0
2013;AGH University of Science and Technology;Pharmacology, Toxicology and Pharmaceutics;2.0;1.0;8.0;0.0;18.181818;9.090909;72.72727;0.0
2014;AGH University of Science and Technology;Pharmacology, Toxicology and Pharmaceutics;0.0;1.0;5.0;0.0;0.0;16.666668;83.33333;0.0
2015;AGH University of Science and Technology;Pharmacology, Toxicology and Pharmaceutics;2.0;3.0;6.0;0.0;18.181818;27.272728;54.545456;0.0
2016;AGH University of Science and Technology;Pharmacology, Toxicology and Pharmaceutics;0.0;4.0;9.0;0.0;0.0;30.769232;69.230774;0.0
2017;AGH University of Science and Technology;Pharmacology, Toxicology and Pharmaceutics;0.0;3.0;11.0;0.0;0.0;21.428572;78.57143;0.0
2018;AGH University of Science and Technology;Pharmacology, Toxicology and Pharmaceutics;2.0;4.0;5.0;1.0;16.666668;33.333336;41.666664;8.333334
2019;AGH University of Science and Technology;Pharmacology, Toxicology and Pharmaceutics;2.0;3.0;8.0;0.0;15.384616;23.076923;61.538464;0.0
2020;AGH University of Science and Technology;Pharmacology, Toxicology and Pharmaceutics;0.0;2.0;5.0;0.0;0.0;28.57143;71.42857;0.0
2021;AGH University of Science and Technology;Pharmacology, Toxicology and Pharmaceutics;3.0;11.0;15.0;0.0;10.344828;37.931034;51.724136;0.0
2022;AGH University of Science and Technology;Pharmacology, Toxicology and Pharmaceutics;3.0;9.0;13.0;0.0;12.0;36.0;52.0;0.0
2023;AGH University of Science and Technology;Pharmacology, Toxicology and Pharmaceutics;0.0;2.0;2.0;0.0;0.0;50.0;50.0;0.0
2012;Białystok University of Technology;Pharmacology, Toxicology and Pharmaceutics;None;None;None;None;None;None;None;None
2013;Białystok University of Technology;Pharmacology, Toxicology and Pharmaceutics;0.0;1.0;0.0;0.0;0.0;100.0;0.0;0.0
2014;Białystok University of Technology;Pharmacology, Toxicology and Pharmaceutics;None;None;None;None;None;None;None;None
2015;Białystok University of Technology;Pharmacology, Toxicology and Pharmaceutics;0.0;2.0;1.0;0.0;0.0;66.66667;33.333336;0.0
2016;Białystok University of Technology;Pharmacology, Toxicology and Pharmaceutics;2.0;1.0;1.0;0.0;50.0;25.0;25.0;0.0
2017;Białystok University of Technology;Pharmacology, Toxicology and Pharmaceutics;3.0;2.0;3.0;0.0;37.5;25.0;37.5;0.0
2018;Białystok University of Technology;Pharmacology, Toxicology and Pharmaceutics;1.0;0.0;2.0;0.0;33.333336;0.0;66.66667;0.0
2019;Białystok University of Technology;Pharmacology, Toxicology and Pharmaceutics;2.0;2.0;4.0;0.0;25.0;25.0;50.0;0.0
2020;Białystok University of Technology;Pharmacology, Toxicology and Pharmaceutics;0.0;3.0;1.0;0.0;0.0;75.0;25.0;0.0
2021;Białystok University of Technology;Pharmacology, Toxicology and Pharmaceutics;0.0;1.0;3.0;0.0;0.0;25.0;75.0;0.0
2022;Białystok University of Technology;Pharmacology, Toxicology and Pharmaceutics;0.0;3.0;3.0;0.0;0.0;50.0;50.0;0.0
2023;Białystok University of Technology;Pharmacology, Toxicology and Pharmaceutics;0.0;1.0;2.0;0.0;0.0;33.333336;66.66667;0.0
2012;Cracow University of Technology;Pharmacology, Toxicology and Pharmaceutics;2.0;0.0;1.0;0.0;66.66667;0.0;33.333336;0.0
2013;Cracow University of Technology;Pharmacology, Toxicology and Pharmaceutics;0.0;0.0;1.0;1.0;0.0;0.0;50.0;50.0
2014;Cracow University of Technology;Pharmacology, Toxicology and Pharmaceutics;0.0;0.0;1.0;0.0;0.0;0.0;100.0;0.0
2015;Cracow University of Technology;Pharmacology, Toxicology and Pharmaceutics;1.0;0.0;6.0;1.0;12.5;0.0;75.0;12.5
2016;Cracow University of Technology;Pharmacology, Toxicology and Pharmaceutics;0.0;1.0;1.0;0.0;0.0;50.0;50.0;0.0
2017;Cracow University of Technology;Pharmacology, Toxicology and Pharmaceutics;1.0;1.0;5.0;0.0;14.285715;14.285715;71.42857;0.0
2018;Cracow University of Technology;Pharmacology, Toxicology and Pharmaceutics;1.0;2.0;6.0;0.0;11.111112;22.222223;66.66667;0.0
2019;Cracow University of Technology;Pharmacology, Toxicology and Pharmaceutics;2.0;3.0;9.0;1.0;13.333334;20.0;60.000004;6.666667
2020;Cracow University of Technology;Pharmacology, Toxicology and Pharmaceutics;2.0;5.0;8.0;1.0;12.5;31.25;50.0;6.25
2021;Cracow University of Technology;Pharmacology, Toxicology and Pharmaceutics;4.0;5.0;14.0;2.0;16.0;20.0;56.0;8.0
2022;Cracow University of Technology;Pharmacology, Toxicology and Pharmaceutics;4.0;3.0;13.0;1.0;19.047619;14.285715;61.904762;4.7619047
2023;Cracow University of Technology;Pharmacology, Toxicology and Pharmaceutics;0.0;3.0;7.0;0.0;0.0;30.000002;70.0;0.0
2012;University of Białystok;Pharmacology, Toxicology and Pharmaceutics;3.0;3.0;2.0;0.0;37.5;37.5;25.0;0.0
2013;University of Białystok;Pharmacology, Toxicology and Pharmaceutics;3.0;2.0;5.0;0.0;30.000002;20.0;50.0;0.0
2014;University of Białystok;Pharmacology, Toxicology and Pharmaceutics;2.0;3.0;4.0;1.0;20.0;30.000002;40.0;10.0
2015;University of Białystok;Pharmacology, Toxicology and Pharmaceutics;6.0;3.0;4.0;1.0;42.857143;21.428572;28.57143;7.1428576
2016;University of Białystok;Pharmacology, Toxicology and Pharmaceutics;1.0;1.0;3.0;0.0;20.0;20.0;60.000004;0.0
2017;University of Białystok;Pharmacology, Toxicology and Pharmaceutics;2.0;1.0;5.0;0.0;25.0;12.5;62.5;0.0
2018;University of Białystok;Pharmacology, Toxicology and Pharmaceutics;1.0;2.0;3.0;0.0;16.666668;33.333336;50.0;0.0
2019;University of Białystok;Pharmacology, Toxicology and Pharmaceutics;5.0;9.0;9.0;2.0;20.0;36.0;36.0;8.0
2020;University of Białystok;Pharmacology, Toxicology and Pharmaceutics;4.0;8.0;4.0;0.0;25.0;50.0;25.0;0.0
2021;University of Białystok;Pharmacology, Toxicology and Pharmaceutics;0.0;3.0;10.0;0.0;0.0;23.076923;76.92308;0.0
2022;University of Białystok;Pharmacology, Toxicology and Pharmaceutics;3.0;5.0;6.0;0.0;21.428572;35.714287;42.857143;0.0
2023;University of Białystok;Pharmacology, Toxicology and Pharmaceutics;0.0;3.0;5.0;0.0;0.0;37.5;62.5;0.0
2012;Warsaw University of Technology;Pharmacology, Toxicology and Pharmaceutics;7.0;3.0;3.0;1.0;50.0;21.428572;21.428572;7.1428576
2013;Warsaw University of Technology;Pharmacology, Toxicology and Pharmaceutics;5.0;2.0;4.0;1.0;41.666664;16.666668;33.333336;8.333334
2014;Warsaw University of Technology;Pharmacology, Toxicology and Pharmaceutics;4.0;1.0;8.0;0.0;30.769232;7.692308;61.538464;0.0
2015;Warsaw University of Technology;Pharmacology, Toxicology and Pharmaceutics;2.0;3.0;10.0;0.0;13.333334;20.0;66.66667;0.0
2016;Warsaw University of Technology;Pharmacology, Toxicology and Pharmaceutics;4.0;2.0;9.0;2.0;23.529411;11.764706;52.941177;11.764706
2017;Warsaw University of Technology;Pharmacology, Toxicology and Pharmaceutics;1.0;5.0;8.0;0.0;7.1428576;35.714287;57.14286;0.0
2018;Warsaw University of Technology;Pharmacology, Toxicology and Pharmaceutics;3.0;6.0;12.0;0.0;14.285715;28.57143;57.14286;0.0
2019;Warsaw University of Technology;Pharmacology, Toxicology and Pharmaceutics;4.0;7.0;16.0;1.0;14.285715;25.0;57.14286;3.5714288
2020;Warsaw University of Technology;Pharmacology, Toxicology and Pharmaceutics;1.0;15.0;15.0;0.0;3.2258062;48.387096;48.387096;0.0
2021;Warsaw University of Technology;Pharmacology, Toxicology and Pharmaceutics;3.0;12.0;17.0;0.0;9.375;37.5;53.125;0.0
2022;Warsaw University of Technology;Pharmacology, Toxicology and Pharmaceutics;8.0;13.0;19.0;0.0;20.0;32.5;47.5;0.0
2023;Warsaw University of Technology;Pharmacology, Toxicology and Pharmaceutics;3.0;6.0;8.0;0.0;17.647058;35.294117;47.058823;0.0
2012;Poznan University of Economics and Business;Pharmacology, Toxicology and Pharmaceutics;None;None;None;None;None;None;None;None
2013;Poznan University of Economics and Business;Pharmacology, Toxicology and Pharmaceutics;None;None;None;None;None;None;None;None
2014;Poznan University of Economics and Business;Pharmacology, Toxicology and Pharmaceutics;0.0;1.0;0.0;0.0;0.0;100.0;0.0;0.0
2015;Poznan University of Economics and Business;Pharmacology, Toxicology and Pharmaceutics;1.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0
2016;Poznan University of Economics and Business;Pharmacology, Toxicology and Pharmaceutics;None;None;None;None;None;None;None;None
2017;Poznan University of Economics and Business;Pharmacology, Toxicology and Pharmaceutics;0.0;0.0;0.0;1.0;0.0;0.0;0.0;100.0
2018;Poznan University of Economics and Business;Pharmacology, Toxicology and Pharmaceutics;0.0;0.0;1.0;0.0;0.0;0.0;100.0;0.0
2019;Poznan University of Economics and Business;Pharmacology, Toxicology and Pharmaceutics;0.0;0.0;3.0;0.0;0.0;0.0;100.0;0.0
2020;Poznan University of Economics and Business;Pharmacology, Toxicology and Pharmaceutics;0.0;1.0;0.0;0.0;0.0;100.0;0.0;0.0
2021;Poznan University of Economics and Business;Pharmacology, Toxicology and Pharmaceutics;0.0;1.0;2.0;0.0;0.0;33.333336;66.66667;0.0
2022;Poznan University of Economics and Business;Pharmacology, Toxicology and Pharmaceutics;1.0;1.0;3.0;0.0;20.0;20.0;60.000004;0.0
2023;Poznan University of Economics and Business;Pharmacology, Toxicology and Pharmaceutics;None;None;None;None;None;None;None;None
2012;AGH University of Science and Technology;Physics and Astronomy;161.0;332.0;89.0;35.0;26.094004;53.808754;14.424636;5.6726093
2013;AGH University of Science and Technology;Physics and Astronomy;179.0;328.0;100.0;42.0;27.580893;50.53929;15.40832;6.4714947
2014;AGH University of Science and Technology;Physics and Astronomy;196.0;350.0;139.0;66.0;26.098534;46.604527;18.508656;8.788282
2015;AGH University of Science and Technology;Physics and Astronomy;175.0;339.0;155.0;49.0;24.373259;47.214485;21.587744;6.824513
2016;AGH University of Science and Technology;Physics and Astronomy;261.0;398.0;158.0;52.0;30.034521;45.79977;18.181818;5.9838896
2017;AGH University of Science and Technology;Physics and Astronomy;163.0;392.0;144.0;47.0;21.849867;52.546917;19.30295;6.300268
2018;AGH University of Science and Technology;Physics and Astronomy;196.0;372.0;154.0;49.0;25.42153;48.249027;19.97406;6.3553824
2019;AGH University of Science and Technology;Physics and Astronomy;152.0;353.0;129.0;58.0;21.965317;51.011562;18.641619;8.381503
2020;AGH University of Science and Technology;Physics and Astronomy;120.0;423.0;147.0;57.0;16.064257;56.626503;19.678715;7.630522
2021;AGH University of Science and Technology;Physics and Astronomy;174.0;479.0;195.0;56.0;19.247787;52.986725;21.570795;6.19469
2022;AGH University of Science and Technology;Physics and Astronomy;153.0;407.0;177.0;28.0;20.0;53.202618;23.137255;3.660131
2023;AGH University of Science and Technology;Physics and Astronomy;61.0;107.0;73.0;13.0;24.015749;42.125984;28.740158;5.11811
2012;Białystok University of Technology;Physics and Astronomy;16.0;6.0;8.0;13.0;37.2093;13.953489;18.60465;30.232557
2013;Białystok University of Technology;Physics and Astronomy;47.0;13.0;19.0;24.0;45.63107;12.62136;18.446602;23.300972
2014;Białystok University of Technology;Physics and Astronomy;33.0;12.0;13.0;15.0;45.20548;16.438356;17.80822;20.547945
2015;Białystok University of Technology;Physics and Astronomy;35.0;11.0;19.0;13.0;44.871796;14.102565;24.358974;16.666668
2016;Białystok University of Technology;Physics and Astronomy;29.0;14.0;28.0;18.0;32.58427;15.730338;31.460676;20.224718
2017;Białystok University of Technology;Physics and Astronomy;28.0;12.0;27.0;16.0;33.73494;14.45783;32.53012;19.277107
2018;Białystok University of Technology;Physics and Astronomy;35.0;11.0;22.0;28.0;36.458336;11.458334;22.916668;29.166666
2019;Białystok University of Technology;Physics and Astronomy;36.0;18.0;20.0;20.0;38.297874;19.148937;21.276596;21.276596
2020;Białystok University of Technology;Physics and Astronomy;28.0;27.0;32.0;9.0;29.166666;28.125;33.333336;9.375
2021;Białystok University of Technology;Physics and Astronomy;29.0;32.0;37.0;14.0;25.892857;28.57143;33.035713;12.5
2022;Białystok University of Technology;Physics and Astronomy;24.0;39.0;40.0;12.0;20.869564;33.913044;34.782608;10.434782
2023;Białystok University of Technology;Physics and Astronomy;14.0;10.0;21.0;5.0;28.0;20.0;42.0;10.0
2012;Cracow University of Technology;Physics and Astronomy;23.0;24.0;27.0;13.0;26.436783;27.586206;31.034481;14.942529
2013;Cracow University of Technology;Physics and Astronomy;30.0;36.0;30.0;23.0;25.210085;30.252102;25.210085;19.327732
2014;Cracow University of Technology;Physics and Astronomy;30.0;44.0;41.0;11.0;23.809525;34.920635;32.539684;8.730159
2015;Cracow University of Technology;Physics and Astronomy;38.0;32.0;48.0;23.0;26.950354;22.695034;34.042553;16.312057
2016;Cracow University of Technology;Physics and Astronomy;34.0;27.0;32.0;34.0;26.771652;21.259842;25.19685;26.771652
2017;Cracow University of Technology;Physics and Astronomy;32.0;26.0;30.0;27.0;27.826086;22.608696;26.086956;23.47826
2018;Cracow University of Technology;Physics and Astronomy;59.0;35.0;45.0;32.0;34.502922;20.467836;26.31579;18.713451
2019;Cracow University of Technology;Physics and Astronomy;52.0;48.0;49.0;16.0;31.515152;29.090908;29.696972;9.696969
2020;Cracow University of Technology;Physics and Astronomy;46.0;38.0;41.0;19.0;31.944445;26.38889;28.472221;13.194445
2021;Cracow University of Technology;Physics and Astronomy;60.0;81.0;58.0;21.0;27.272728;36.818184;26.363636;9.545454
2022;Cracow University of Technology;Physics and Astronomy;40.0;84.0;55.0;11.0;21.052631;44.210526;28.947369;5.7894735
2023;Cracow University of Technology;Physics and Astronomy;26.0;29.0;22.0;15.0;28.260868;31.52174;23.913044;16.304348
2012;University of Białystok;Physics and Astronomy;8.0;34.0;11.0;1.0;14.814815;62.96296;20.37037;1.8518518
2013;University of Białystok;Physics and Astronomy;14.0;32.0;8.0;3.0;24.561403;56.14035;14.035088;5.263158
2014;University of Białystok;Physics and Astronomy;12.0;43.0;9.0;2.0;18.181818;65.15151;13.636364;3.030303
2015;University of Białystok;Physics and Astronomy;16.0;36.0;20.0;3.0;21.333334;48.0;26.666668;4.0
2016;University of Białystok;Physics and Astronomy;6.0;51.0;12.0;3.0;8.333334;70.83333;16.666668;4.166667
2017;University of Białystok;Physics and Astronomy;9.0;42.0;18.0;2.0;12.676056;59.154926;25.352112;2.8169014
2018;University of Białystok;Physics and Astronomy;12.0;47.0;8.0;3.0;17.142859;67.14285;11.428572;4.2857146
2019;University of Białystok;Physics and Astronomy;9.0;50.0;16.0;3.0;11.538462;64.10257;20.512821;3.846154
2020;University of Białystok;Physics and Astronomy;10.0;34.0;15.0;2.0;16.393442;55.737705;24.590164;3.2786884
2021;University of Białystok;Physics and Astronomy;8.0;42.0;23.0;2.0;10.666667;56.0;30.666668;2.6666667
2022;University of Białystok;Physics and Astronomy;12.0;30.0;18.0;0.0;20.0;50.0;30.000002;0.0
2023;University of Białystok;Physics and Astronomy;3.0;11.0;9.0;0.0;13.043478;47.826088;39.130436;0.0
2012;Warsaw University of Technology;Physics and Astronomy;141.0;206.0;158.0;71.0;24.479168;35.76389;27.430555;12.326388
2013;Warsaw University of Technology;Physics and Astronomy;154.0;239.0;152.0;69.0;25.081432;38.925083;24.7557;11.237785
2014;Warsaw University of Technology;Physics and Astronomy;153.0;236.0;169.0;68.0;24.440895;37.69968;26.996807;10.86262
2015;Warsaw University of Technology;Physics and Astronomy;176.0;266.0;204.0;74.0;24.444445;36.944443;28.333334;10.277778
2016;Warsaw University of Technology;Physics and Astronomy;206.0;367.0;200.0;88.0;23.925669;42.624855;23.228804;10.220674
2017;Warsaw University of Technology;Physics and Astronomy;163.0;376.0;202.0;63.0;20.273632;46.766167;25.124376;7.835821
2018;Warsaw University of Technology;Physics and Astronomy;248.0;441.0;207.0;95.0;25.025229;44.500507;20.88799;9.586277
2019;Warsaw University of Technology;Physics and Astronomy;200.0;334.0;196.0;64.0;25.188917;42.06549;24.685139;8.060453
2020;Warsaw University of Technology;Physics and Astronomy;153.0;339.0;200.0;68.0;20.131578;44.605263;26.31579;8.947369
2021;Warsaw University of Technology;Physics and Astronomy;166.0;328.0;283.0;40.0;20.318237;40.146877;34.638924;4.895961
2022;Warsaw University of Technology;Physics and Astronomy;152.0;276.0;207.0;44.0;22.38586;40.64801;30.486008;6.480118
2023;Warsaw University of Technology;Physics and Astronomy;40.0;92.0;71.0;8.0;18.957346;43.601894;33.64929;3.7914693
2012;Poznan University of Economics and Business;Physics and Astronomy;0.0;0.0;1.0;1.0;0.0;0.0;50.0;50.0
